city,three_year_pct_growth,employee_growth,num_employees,industry,rank,revenue_2007,founded,state,link,revenue_2010,industry_rank,blurb,company_name
Dulles,316,77,109,IT Services,964,12700000.0,2003,VA,http://www.Carpathia.com,52900000.0,99,"Provides secure, reliable, and compliant IT infrastructure and managed hosting services for a range of industries.",Carpathia Hosting
Lake Park,317,17,30,Construction,963,638663.0,2005,FL,http://www.LegacyContractingSolutions.com,2700000.0,39,"A roofing contractor focused on hurricane resistance and energy efficiency. The company recycles all the concrete tiles it removes, having kept more than 5 million pounds from landfill so far.",Legacy Contracting Solutions
Vienna,320,46,35,IT Services,954,3600000.0,1998,VA,http://www.ntconcepts.com,15300000.0,97,"Offers geospatial technology consulting, custom application development, eLearning, multimedia, and technical services.",NT Concepts
Lynnwood,318,15,20,Retail,960,1600000.0,2005,WA,http://www.SeattleCoffeeGear.com,6500000.0,39,"An online retailer of home espresso machines, coffee makers, and related accessories. It also offers coffee appliance refurbishing at its Seattle headquarters.",Seattle Coffee Gear
Washington,320,65,60,Government Services,952,4200000.0,1989,DC,http://www.herrenassociates.com,17800000.0,105,"Provides systems acquisition and engineering management, program analysis and cost engineering, and process re-engineering and transformation. The company leverages disciplined systems engineering principles to enable enterprise-wide improvements, optimize business performance and improve the government's purchasing power.",Herren Associates
Providence,321,,30,Financial Services,951,1300000.0,2005,RI,http://www.Sempfi.com/,5400000.0,47,Provides mortgage loans and home equity services primarily to clients in the Northeast.,Semper Home Loans
Coral Gables,321,3,6,Construction,948,500709.0,2005,FL,http://www.BallarenaGroup.com,2100000.0,35,"A general contractor that offers construction and construction management for commercial, hospitality, education, residential, retail, government, and green building projects.",Ballarena Construction
Orlando,321,4,7,Advertising & Marketing,950,831713.0,2006,FL,http://www.fitnessmarketingsystems.com,3500000.0,96,"Using seminars, software, coaching, consulting, licensing, and marketing campaign tools, the company advises fitness businesses (personal training studios, health clubs, and gyms) on how to market themselves for maximum growth.",NPE
Detroit,321,95,20,Construction,949,1300000.0,2006,MI,http://www.GoBeal.com,5600000.0,36,Specializes in historic demolition and asbestos abatement as well as structure wrecking and property maintenance.,Beal
Irvine,322,68,88,Financial Services,945,2400000.0,2002,CA,http://www.NetworkCapital.net,10200000.0,46,Offers various types of mortgages and home equity loans.,Network Capital Funding
Naples,322,56,88,Retail,944,4900000.0,2004,FL,http://www.Wireless-City.com,20600000.0,38,"Exclusive retailer of Verizon Wireless products. The company has 34 stores in Florida, Georgia, and Massachusetts.",Wireless City
Lauderhill,322,25,25,Software,943,1100000.0,1997,FL,http://www.3dcart.com,4700000.0,84,"3dCart Shopping Cart Software is a complete e-commerce solution for new or existing web sites. 3dCart allows customers to easily build, edit, and maintain an online shopping cart without any programming or HTML knowledge.",3dCart Shopping Cart Software
Reston,313,35,44,Government Services,978,4800000.0,2002,VA,http://www.SMS-Fed.com,19900000.0,107,"Develops data management software and provides other IT services. Its flagship product, Twister Data Framework, is used by numerous government agencies and by national security analysts.",Solutions Made Simple
Santa Clarita,323,325,225,Human Resources,942,1300000.0,1980,CA,http://www.CanonRecruiting.com,5400000.0,21,Provides temporary and permanent staffing services to companies of various sizes in addition to offering payroll and consulting solutions.,Canon Recruiting Group
Southfield,323,6,16,Advertising & Marketing,941,2100000.0,2004,MI,http://www.DetroitTrading.com,9000000.0,94,Provides auto dealerships and manufacturers with customer leads for new and used cars and auto financing.,Detroit Trading
Virginia Beach,323,50,65,Engineering,940,1600000.0,2005,VA,http://www.AndroSysInc.com,6600000.0,13,"Provides professional and technical services in engineering design and analysis, reliability engineering and analysis, information technology, logistics, process improvement and program management in support of a variety of U.S. government and commercial customers.",Andromeda Systems
Colorado Springs,320,20,26,Construction,953,703936.0,2004,CO,http://www.TheWireNut.com,3000000.0,37,Offers electrical repair and installation for homeowners and businesses.,The WireNut
Holladay,327,,7,Advertising & Marketing,937,891000.0,1999,UT,http://www.JakobMP.com,3800000.0,93,"Offers creative development, brand identity services, print and website design, direct mail, and market research.",Jakob Marketing Partners
Draper,325,,30,Logistics & Transportation,938,701144.0,2005,UT,http://www.moldingbox.com,3000000.0,19,"Specializes in direct-to-consumer fulfillment, including printing, labeling, CD and DVD duplication, packaging, and shipping.",Molding Box
Bethesda,321,92,60,IT Services,947,6100000.0,2001,MD,http://www.Virtustream.com,25700000.0,96,"Specializes in implementing virtualization and cloud computing for clients that include Becton Dickinson, Blue Cross Blue Shield, and the National Institutes of Health.",Virtustream
Louisville,318,17,30,Financial Services,957,3700000.0,2001,KY,http://www.quadrant-financial.com,15500000.0,48,"A small business lender with offices in nine states that provides government-sponsored commercial loans. The loans cover a wide range of business needs, including renovation, construction, expansion, refinancing, acquisitions, and equipment purchasing.",Quadrant Financial
Chicago,327,104,70,Financial Services,936,9800000.0,2005,IL,http://www.AlphaMetrix.com,41700000.0,45,"An independent managed account platform for hedge fund investing that offers managed account structuring and operations; real-time performance estimates, analytics and portfolio building; manager due diligence; background checks; and 24-hour risk management on every trading day. AlphaMetrix avoids conflicts of interest with those who use its services because it has no brokerage, trading, or asset management operations of its own.",AlphaMetrix Group
San Francisco,322,25,51,Advertising & Marketing,946,6200000.0,1999,CA,http://www.NetShelter.com,26000000.0,95,A network of nearly 300 tech content sites and blogs that offers advertisers an engaged technology community to market to and offers publishers monetization of and data insight into their content.,NetShelter Technology Media
McLean,329,150,125,Government Services,929,5100000.0,1995,VA,http://www.GCSinfo.com,22100000.0,103,"Consults government agencies about acquisition, program management, and contracts management.",GCS
Effingham,328,,376,Financial Services,935,382100000.0,1881,IL,http://www.MidlandStatesBank.com,1600000000.0,44,"Offers personal and business banking, mortgages, retirement planning, and investment services from several locations in Illinois and Missouri. The company filed for an IPO in May 2011.",Midland States Bank
Trenton,329,40,50,Consumer Products & Services,928,3100000.0,2001,NJ,http://www.TerraCycle.net,13200000.0,55,"Purchases waste, such as used food wrappers and old cell phones, from consumers and businesses and then incorporates the recycled materials into products sold in large retail stores.",TerraCycle
Anoka,324,9,14,Construction,939,2500000.0,1998,MN,http://www.AshcoExteriors.com,10600000.0,34,"Specializes in restoration of homes damaged by catastrophic weather events, offering repairs to roofs, gutters, windows, and siding.",Ashco Exteriors
Newport News,329,174,150,Government Services,927,11300000.0,1999,VA,http://www.sptrm.com,48400000.0,102,"Provides communications, intelligence-gathering, surveillance and reconnaissance services for the Department of Defense and the National Intelligence Community.",Spectrum
Dallas,330,,21,Advertising & Marketing,924,1200000.0,2005,TX,http://www.StandingDog.com,5000000.0,92,Provides Internet marketing services and develops websites primarily for hotels and resorts. Major clients include Omni Hotels and Australia's Rydges Hotels.,Standing Dog Interactive
Bedminster,330,,60,Health,925,40900000.0,2005,NJ,http://www.pskw.com,175500000.0,65,"Helps pharmaceutical brands increase their top-line growth through qualitative and quantitative market research, online data reporting tools, and strategies to retain current patients and acquire new ones.",PSKW & Associates
Alexandria,328,188,110,Government Services,933,10000000.0,2002,VA,http://www.prosol1.com,42600000.0,104,"Delivers rapid, service-based solutions for the U.S. government through training, analysis, special operations, mission operations, information assurance, information management, and information technology.",Professional Solutions
Alpharetta,330,70,59,Telecommunications,923,14100000.0,2005,GA,http://www.FiberLight.com,60500000.0,32,"Provides optical data networks in 21 cities and to major commercial hubs throughout the country. One of FiberLight's major projects was a 130-mile completely underground, fully redundant network connecting Washington, D.C. to Culpeper, VA.",FiberLight
